RecordType,Category,Amount,EmployeeRole,Shift,ContractType,Campaign,Service,ProjectedExpense,ActualExpense,CustomerType,FoodSegment,VisitDateTime
Projected vs Actual,Expense Monitoring,,,,,,,718.43,1256.65,First-timer,Continental,2/24/2025
Employee Salary,Payroll,3385.57,Chef,Morning,Full-time,,,,,Regular,Snacks,12-12-2024
Marketing Spend,Advertising,5688.33,,,,New Menu Launch,,,,Seldom,Continental,07-04-2024
Fixed Cost,Utilities,1025.37,,,,,,,,Regular,Continental,07-01-2024
Employee Salary,Payroll,1781.44,Manager,Evening,Contract,,,,,Seldom,Continental,06-11-2024
Employee Salary,Payroll,1228.38,Server,Morning,Full-time,,,,,First-timer,Wine,11/13/2024
Fixed Cost,Utilities,2886.91,,,,,,,,First-timer,Continental,1/13/2025
Fixed Cost,Rent,2170.72,,,,,,,,First-timer,Irish,02-03-2025
Variable Cost,Marketing Campaign,7282.13,,,,,,,,Regular,Snacks,8/15/2024
Projected vs Actual,Expense Monitoring,,,,,,,3547.75,3517.9,Tourist,Irish,5/22/2024
Variable Cost,Inventory Purchase,8201.77,,,,,,,,Tourist,Irish,08-03-2024
Marketing Spend,Advertising,5693.25,,,,Summer Happy Hour,,,,Regular,Snacks,12-06-2024
Employee Salary,Payroll,3798.11,Manager,Evening,Part-time,,,,,Tourist,Continental,08-11-2024
Employee Salary,Payroll,4719.17,Manager,Night,Full-time,,,,,Seldom,Snacks,8/30/2024
Fixed Cost,Utilities,811.87,,,,,,,,Seldom,Irish,02-09-2025
Fixed Cost,Insurance,3143.16,,,,,,,,Tourist,Wine,03-12-2024
Fixed Cost,Utilities,2524.12,,,,,,,,Seldom,Snacks,9/27/2024
Projected vs Actual,Expense Monitoring,,,,,,,2200.51,2404.4700000000003,Regular,Continental,02-01-2025
Projected vs Actual,Expense Monitoring,,,,,,,7210.61,6745.95,Tourist,Wine,12/14/2024
Tech Fee,Tech Services,375.97,,,,,Website Hosting,,,Regular,Continental,3/30/2024
Projected vs Actual,Expense Monitoring,,,,,,,5642.85,6360.81,Seldom,Snacks,7/15/2024
Variable Cost,Marketing Campaign,3274.14,,,,,,,,Regular,Irish,8/20/2024
Variable Cost,Marketing Campaign,5897.06,,,,,,,,Regular,Irish,6/24/2024
Employee Salary,Payroll,1262.32,Server,Night,Part-time,,,,,Seldom,Continental,04-08-2024
Tech Fee,Tech Services,301.87,,,,,CRM Platform,,,Regular,Continental,12/20/2024
Fixed Cost,Insurance,2060.23,,,,,,,,Tourist,Wine,12-06-2024
Marketing Spend,Advertising,6275.87,,,,Spring Promo,,,,Regular,Wine,5/30/2024
Marketing Spend,Advertising,6541.95,,,,Christmas Special,,,,Tourist,Snacks,05-05-2024
Marketing Spend,Advertising,5590.31,,,,Summer Happy Hour,,,,First-timer,Wine,11/13/2024
Projected vs Actual,Expense Monitoring,,,,,,,3092.2,3707.6,First-timer,Continental,01-03-2025
Tech Fee,Tech Services,78.46,,,,,CRM Platform,,,Tourist,Continental,05-09-2024
Tech Fee,Tech Services,335.2,,,,,Website Hosting,,,Regular,Continental,2/24/2025
Projected vs Actual,Expense Monitoring,,,,,,,4664.72,4719.88,Regular,Wine,5/18/2024
Projected vs Actual,Expense Monitoring,,,,,,,7068.22,7572.91,Regular,Continental,4/21/2024
Employee Salary,Payroll,3118.29,Bartender,Morning,Full-time,,,,,Tourist,Snacks,7/27/2024
Projected vs Actual,Expense Monitoring,,,,,,,3294.93,2998.35,Seldom,Wine,11/22/2024
Employee Salary,Payroll,4212.15,Bartender,Evening,Contract,,,,,First-timer,Irish,1/28/2025
Marketing Spend,Advertising,2128.13,,,,Christmas Special,,,,Regular,Irish,11-05-2024
Variable Cost,Marketing Campaign,7223.83,,,,,,,,Tourist,Continental,01-04-2025
Fixed Cost,Rent,4139.86,,,,,,,,First-timer,Snacks,11-01-2024
Variable Cost,Inventory Purchase,5755.01,,,,,,,,Tourist,Irish,07-04-2024
Marketing Spend,Advertising,2258.82,,,,Christmas Special,,,,First-timer,Wine,11/13/2024
Variable Cost,Marketing Campaign,8197.84,,,,,,,,Tourist,Wine,6/15/2024
Fixed Cost,Rent,1600.43,,,,,,,,Tourist,Snacks,07-04-2024
Marketing Spend,Advertising,2506.81,,,,New Menu Launch,,,,Seldom,Irish,06-03-2024
Fixed Cost,Rent,2474.0,,,,,,,,First-timer,Snacks,5/31/2024
Variable Cost,Marketing Campaign,1391.47,,,,,,,,Seldom,Snacks,7/25/2024
Fixed Cost,Utilities,902.03,,,,,,,,Regular,Wine,10-06-2024
Projected vs Actual,Expense Monitoring,,,,,,,2327.29,2264.49,Regular,Continental,8/22/2024
Fixed Cost,Insurance,839.87,,,,,,,,Tourist,Continental,07-09-2024
Employee Salary,Payroll,3300.28,Cleaner,Morning,Full-time,,,,,Seldom,Continental,04-10-2024
Projected vs Actual,Expense Monitoring,,,,,,,3030.19,2209.59,Regular,Irish,1/21/2025
Fixed Cost,Utilities,4132.68,,,,,,,,Tourist,Snacks,07-09-2024
Marketing Spend,Advertising,1720.5,,,,New Menu Launch,,,,Regular,Wine,12/24/2024
Fixed Cost,Utilities,2050.68,,,,,,,,Seldom,Wine,4/30/2024
Marketing Spend,Advertising,4029.52,,,,Spring Promo,,,,Seldom,Irish,11/14/2024
Fixed Cost,Rent,517.24,,,,,,,,Tourist,Continental,1/19/2025
Employee Salary,Payroll,1452.97,Server,Morning,Part-time,,,,,First-timer,Continental,01-12-2025
Marketing Spend,Advertising,6060.54,,,,Christmas Special,,,,First-timer,Wine,8/16/2024
Tech Fee,Tech Services,497.55,,,,,Website Hosting,,,Tourist,Wine,06-11-2024
Tech Fee,Tech Services,83.33,,,,,CRM Platform,,,Tourist,Irish,05-05-2024
Employee Salary,Payroll,1456.74,Chef,Morning,Full-time,,,,,First-timer,Irish,1/27/2025
Fixed Cost,Insurance,889.06,,,,,,,,Tourist,Wine,5/18/2024
Marketing Spend,Advertising,1393.94,,,,Spring Promo,,,,First-timer,Irish,11-09-2024
Projected vs Actual,Expense Monitoring,,,,,,,4792.36,5790.77,Regular,Snacks,12/31/2024
Marketing Spend,Advertising,2107.09,,,,Spring Promo,,,,First-timer,Continental,11/21/2024
Employee Salary,Payroll,2140.75,Manager,Evening,Full-time,,,,,Seldom,Continental,10/27/2024
Fixed Cost,Utilities,4575.91,,,,,,,,First-timer,Irish,9/29/2024
Projected vs Actual,Expense Monitoring,,,,,,,4400.87,4622.33,First-timer,Snacks,5/28/2024
Variable Cost,Marketing Campaign,1217.12,,,,,,,,Seldom,Wine,11/29/2024
Marketing Spend,Advertising,4525.52,,,,New Menu Launch,,,,Seldom,Continental,04-10-2024
Projected vs Actual,Expense Monitoring,,,,,,,5025.53,5639.09,Regular,Continental,04-11-2024
Projected vs Actual,Expense Monitoring,,,,,,,6025.96,5932.79,First-timer,Snacks,09-02-2024
Variable Cost,Marketing Campaign,641.98,,,,,,,,Seldom,Wine,04-03-2024
Variable Cost,Inventory Purchase,4870.81,,,,,,,,Tourist,Continental,09-09-2024
Fixed Cost,Insurance,1921.71,,,,,,,,Regular,Wine,05-11-2024
Tech Fee,Tech Services,443.64,,,,,Website Hosting,,,First-timer,Irish,11-09-2024
Fixed Cost,Utilities,4122.92,,,,,,,,Regular,Snacks,05-12-2024
Fixed Cost,Utilities,2346.32,,,,,,,,Tourist,Continental,7/17/2024
Variable Cost,Marketing Campaign,1337.07,,,,,,,,Seldom,Continental,5/27/2024
Tech Fee,Tech Services,359.76,,,,,CRM Platform,,,First-timer,Continental,11-12-2024
Fixed Cost,Insurance,4991.88,,,,,,,,Regular,Irish,9/28/2024
Tech Fee,Tech Services,116.63,,,,,CRM Platform,,,First-timer,Snacks,6/29/2024
Variable Cost,Inventory Purchase,5840.07,,,,,,,,Tourist,Irish,6/25/2024
Marketing Spend,Advertising,2683.55,,,,Summer Happy Hour,,,,First-timer,Snacks,04-01-2024
Tech Fee,Tech Services,404.78,,,,,CRM Platform,,,Tourist,Wine,6/15/2024
Fixed Cost,Insurance,4810.6,,,,,,,,Tourist,Irish,10/31/2024
Tech Fee,Tech Services,192.41,,,,,CRM Platform,,,Tourist,Wine,4/16/2024
Tech Fee,Tech Services,73.43,,,,,Website Hosting,,,Regular,Wine,02-10-2025
Fixed Cost,Insurance,4079.95,,,,,,,,Tourist,Snacks,8/16/2024
Fixed Cost,Utilities,1088.97,,,,,,,,Tourist,Continental,04-04-2024
Marketing Spend,Advertising,6541.03,,,,New Menu Launch,,,,First-timer,Irish,6/28/2024
Fixed Cost,Insurance,3694.03,,,,,,,,Regular,Wine,02-01-2025
Marketing Spend,Advertising,6538.48,,,,Summer Happy Hour,,,,First-timer,Continental,05-12-2024
Variable Cost,Marketing Campaign,7502.24,,,,,,,,First-timer,Continental,06-08-2024
Variable Cost,Marketing Campaign,693.26,,,,,,,,First-timer,Snacks,02-12-2025
Variable Cost,Marketing Campaign,6793.32,,,,,,,,First-timer,Snacks,10/14/2024
Tech Fee,Tech Services,469.19,,,,,Website Hosting,,,First-timer,Irish,8/31/2024
Tech Fee,Tech Services,280.19,,,,,CRM Platform,,,Regular,Snacks,07-10-2024
Variable Cost,Marketing Campaign,3696.89,,,,,,,,Seldom,Irish,10-11-2024
Employee Salary,Payroll,2155.36,Bartender,Night,Full-time,,,,,First-timer,Irish,01-03-2025
Marketing Spend,Advertising,4221.19,,,,Spring Promo,,,,Tourist,Snacks,12-01-2024
Variable Cost,Marketing Campaign,7477.89,,,,,,,,Seldom,Wine,11/22/2024
Projected vs Actual,Expense Monitoring,,,,,,,7320.83,6708.08,Regular,Continental,08-12-2024
Variable Cost,Inventory Purchase,4543.63,,,,,,,,Regular,Wine,6/22/2024
Tech Fee,Tech Services,82.28,,,,,Website Hosting,,,Tourist,Continental,7/20/2024
Variable Cost,Inventory Purchase,9321.75,,,,,,,,Seldom,Continental,12-01-2024
Fixed Cost,Insurance,4015.81,,,,,,,,Regular,Continental,08-12-2024
Fixed Cost,Utilities,1971.53,,,,,,,,First-timer,Irish,1/26/2025
Employee Salary,Payroll,1287.63,Chef,Night,Contract,,,,,Tourist,Irish,9/15/2024
Projected vs Actual,Expense Monitoring,,,,,,,7046.23,7675.36,Tourist,Wine,04-02-2024
Variable Cost,Inventory Purchase,2086.26,,,,,,,,Regular,Irish,05-07-2024
Tech Fee,Tech Services,130.84,,,,,CRM Platform,,,Tourist,Snacks,2/23/2025
Fixed Cost,Rent,2763.83,,,,,,,,Seldom,Irish,4/23/2024
Tech Fee,Tech Services,329.0,,,,,CRM Platform,,,Regular,Irish,11-03-2024
Projected vs Actual,Expense Monitoring,,,,,,,2964.53,2534.36,Seldom,Snacks,5/28/2024
Variable Cost,Marketing Campaign,1991.95,,,,,,,,Seldom,Continental,9/25/2024
Variable Cost,Marketing Campaign,394.93,,,,,,,,First-timer,Irish,10/22/2024
Fixed Cost,Rent,838.05,,,,,,,,Regular,Snacks,05-12-2024
Marketing Spend,Advertising,6010.29,,,,Christmas Special,,,,Tourist,Irish,06-10-2024
Employee Salary,Payroll,1597.6,Manager,Morning,Full-time,,,,,Tourist,Wine,3/29/2024
Variable Cost,Inventory Purchase,4659.77,,,,,,,,Tourist,Irish,4/14/2024
Employee Salary,Payroll,4023.55,Cleaner,Evening,Contract,,,,,Regular,Wine,11/21/2024
Fixed Cost,Utilities,1002.36,,,,,,,,Regular,Irish,10-08-2024
Variable Cost,Marketing Campaign,3268.59,,,,,,,,Tourist,Snacks,1/17/2025
Projected vs Actual,Expense Monitoring,,,,,,,4111.92,4473.05,Seldom,Snacks,6/16/2024
Marketing Spend,Advertising,4574.91,,,,New Menu Launch,,,,Seldom,Continental,1/19/2025
Employee Salary,Payroll,1923.92,Manager,Night,Part-time,,,,,Seldom,Irish,12/24/2024
Fixed Cost,Utilities,4331.7,,,,,,,,Regular,Snacks,12-02-2024
Projected vs Actual,Expense Monitoring,,,,,,,7275.02,6414.400000000001,First-timer,Wine,07-08-2024
Employee Salary,Payroll,2167.47,Manager,Night,Full-time,,,,,Regular,Wine,2/26/2025
Employee Salary,Payroll,2647.79,Manager,Night,Part-time,,,,,First-timer,Wine,6/14/2024
Marketing Spend,Advertising,529.56,,,,New Menu Launch,,,,Tourist,Snacks,12-07-2024
Tech Fee,Tech Services,304.65,,,,,Website Hosting,,,Seldom,Continental,10/27/2024
Marketing Spend,Advertising,468.99,,,,Christmas Special,,,,First-timer,Irish,7/23/2024
Fixed Cost,Rent,3641.32,,,,,,,,Tourist,Snacks,12/23/2024
Variable Cost,Marketing Campaign,6575.37,,,,,,,,Tourist,Wine,01-04-2025
Marketing Spend,Advertising,1075.53,,,,Summer Happy Hour,,,,First-timer,Irish,08-07-2024
Employee Salary,Payroll,2269.04,Chef,Morning,Full-time,,,,,Regular,Irish,8/20/2024
Tech Fee,Tech Services,274.08,,,,,Website Hosting,,,First-timer,Continental,10/25/2024
Projected vs Actual,Expense Monitoring,,,,,,,2792.36,2978.33,Seldom,Wine,02-04-2025
Projected vs Actual,Expense Monitoring,,,,,,,5547.56,4641.490000000001,Regular,Continental,2/24/2025
Fixed Cost,Rent,4470.06,,,,,,,,Regular,Wine,2/26/2025
Projected vs Actual,Expense Monitoring,,,,,,,2215.03,2980.0200000000004,Regular,Wine,5/30/2024
Variable Cost,Inventory Purchase,4790.36,,,,,,,,Regular,Wine,4/15/2024
Marketing Spend,Advertising,3383.37,,,,Christmas Special,,,,Regular,Irish,02-02-2025
Marketing Spend,Advertising,4560.61,,,,New Menu Launch,,,,First-timer,Irish,11/24/2024
Employee Salary,Payroll,2500.4,Cleaner,Morning,Contract,,,,,Seldom,Snacks,8/17/2024
Fixed Cost,Insurance,1935.7,,,,,,,,Tourist,Irish,7/25/2024
Projected vs Actual,Expense Monitoring,,,,,,,7652.78,7937.0,Tourist,Wine,12/18/2024
Marketing Spend,Advertising,4900.85,,,,Summer Happy Hour,,,,Seldom,Wine,1/23/2025
Projected vs Actual,Expense Monitoring,,,,,,,3216.36,3537.3,Regular,Wine,09-11-2024
Marketing Spend,Advertising,4291.47,,,,Summer Happy Hour,,,,Regular,Snacks,4/14/2024
Projected vs Actual,Expense Monitoring,,,,,,,5319.71,6019.4,Tourist,Irish,02-10-2025
Marketing Spend,Advertising,1338.8,,,,Christmas Special,,,,Regular,Snacks,06-03-2024
Projected vs Actual,Expense Monitoring,,,,,,,6709.44,7251.929999999999,Seldom,Wine,4/29/2024
Fixed Cost,Insurance,1373.58,,,,,,,,Tourist,Snacks,3/14/2024
Marketing Spend,Advertising,6556.79,,,,Spring Promo,,,,Seldom,Snacks,01-12-2025
Projected vs Actual,Expense Monitoring,,,,,,,2942.77,2887.92,Regular,Irish,10-09-2024
Tech Fee,Tech Services,68.13,,,,,CRM Platform,,,Tourist,Wine,12-06-2024
Projected vs Actual,Expense Monitoring,,,,,,,733.01,1626.82,Seldom,Irish,9/20/2024
Fixed Cost,Utilities,3622.44,,,,,,,,Tourist,Irish,3/22/2024
Projected vs Actual,Expense Monitoring,,,,,,,7463.81,7623.280000000001,Tourist,Snacks,01-04-2025
Fixed Cost,Utilities,4602.1,,,,,,,,Regular,Snacks,7/23/2024
Fixed Cost,Insurance,3296.78,,,,,,,,Tourist,Irish,7/14/2024
Employee Salary,Payroll,4324.98,Chef,Night,Contract,,,,,Regular,Wine,5/16/2024
Employee Salary,Payroll,3134.22,Chef,Morning,Contract,,,,,Regular,Snacks,8/24/2024
Tech Fee,Tech Services,158.56,,,,,CRM Platform,,,Regular,Continental,03-12-2024
Marketing Spend,Advertising,1903.28,,,,Spring Promo,,,,Seldom,Irish,9/18/2024
Variable Cost,Inventory Purchase,2868.77,,,,,,,,First-timer,Wine,4/14/2024
Variable Cost,Inventory Purchase,5092.21,,,,,,,,First-timer,Continental,12/24/2024
Tech Fee,Tech Services,158.61,,,,,Website Hosting,,,Regular,Irish,02-02-2025
Marketing Spend,Advertising,2623.55,,,,Christmas Special,,,,Seldom,Irish,06-10-2024
Marketing Spend,Advertising,3944.7,,,,Spring Promo,,,,First-timer,Irish,12/21/2024
Fixed Cost,Utilities,4818.16,,,,,,,,First-timer,Snacks,10-12-2024
Fixed Cost,Rent,3217.11,,,,,,,,First-timer,Irish,10/27/2024
Tech Fee,Tech Services,68.03,,,,,CRM Platform,,,Regular,Wine,12/24/2024
Projected vs Actual,Expense Monitoring,,,,,,,5126.64,4132.46,Seldom,Continental,1/31/2025
Employee Salary,Payroll,3347.07,Chef,Evening,Part-time,,,,,First-timer,Snacks,8/31/2024
Marketing Spend,Advertising,5885.61,,,,Christmas Special,,,,Seldom,Wine,09-04-2024
Variable Cost,Marketing Campaign,4541.46,,,,,,,,Regular,Irish,12-07-2024
Tech Fee,Tech Services,348.63,,,,,CRM Platform,,,First-timer,Snacks,3/27/2024
Marketing Spend,Advertising,2884.69,,,,Spring Promo,,,,First-timer,Snacks,8/29/2024
Fixed Cost,Utilities,4697.47,,,,,,,,First-timer,Continental,2/25/2025
Fixed Cost,Insurance,3782.85,,,,,,,,Seldom,Snacks,08-10-2024
Fixed Cost,Utilities,1423.34,,,,,,,,First-timer,Wine,9/28/2024
Fixed Cost,Insurance,4452.14,,,,,,,,Seldom,Continental,5/17/2024
Tech Fee,Tech Services,468.44,,,,,CRM Platform,,,First-timer,Continental,2/18/2025
Fixed Cost,Utilities,2585.98,,,,,,,,First-timer,Snacks,5/28/2024
Fixed Cost,Utilities,1611.34,,,,,,,,First-timer,Snacks,04-09-2024
Fixed Cost,Utilities,4598.71,,,,,,,,Seldom,Snacks,7/15/2024
Variable Cost,Inventory Purchase,6803.23,,,,,,,,Regular,Continental,1/24/2025
Projected vs Actual,Expense Monitoring,,,,,,,5253.48,5153.58,First-timer,Snacks,8/28/2024
Employee Salary,Payroll,4697.98,Server,Evening,Contract,,,,,Tourist,Continental,11/17/2024
Fixed Cost,Insurance,3304.28,,,,,,,,First-timer,Continental,09-01-2024
Tech Fee,Tech Services,412.52,,,,,Website Hosting,,,First-timer,Continental,05-07-2024
Marketing Spend,Advertising,6463.91,,,,New Menu Launch,,,,Regular,Continental,02-01-2025
Fixed Cost,Rent,3069.92,,,,,,,,Regular,Irish,11-07-2024
Marketing Spend,Advertising,3328.44,,,,Christmas Special,,,,Tourist,Irish,09-12-2024
Variable Cost,Marketing Campaign,426.18,,,,,,,,Seldom,Irish,7/16/2024
Tech Fee,Tech Services,285.87,,,,,Website Hosting,,,Tourist,Wine,12/14/2024
Projected vs Actual,Expense Monitoring,,,,,,,2823.85,1995.44,Regular,Snacks,8/15/2024
Marketing Spend,Advertising,6477.92,,,,Spring Promo,,,,Tourist,Wine,11-10-2024
Marketing Spend,Advertising,1064.3,,,,Spring Promo,,,,Regular,Wine,8/23/2024
Marketing Spend,Advertising,4228.88,,,,Summer Happy Hour,,,,First-timer,Irish,6/15/2024
Projected vs Actual,Expense Monitoring,,,,,,,6787.65,7096.11,Tourist,Irish,04-02-2024
Fixed Cost,Utilities,541.24,,,,,,,,Tourist,Continental,12-06-2024
Tech Fee,Tech Services,481.56,,,,,Website Hosting,,,First-timer,Continental,11-07-2024
Variable Cost,Marketing Campaign,2690.55,,,,,,,,Regular,Wine,09-11-2024
Variable Cost,Inventory Purchase,2522.98,,,,,,,,Seldom,Snacks,10-10-2024
Tech Fee,Tech Services,375.8,,,,,CRM Platform,,,Regular,Wine,3/25/2024
Tech Fee,Tech Services,97.29,,,,,CRM Platform,,,Regular,Wine,9/15/2024
Employee Salary,Payroll,1263.32,Cleaner,Morning,Contract,,,,,Regular,Wine,5/24/2024
Variable Cost,Inventory Purchase,5761.79,,,,,,,,Regular,Continental,12/20/2024
Tech Fee,Tech Services,271.34,,,,,CRM Platform,,,First-timer,Snacks,2/17/2025
Projected vs Actual,Expense Monitoring,,,,,,,7095.97,6916.02,Seldom,Wine,11/28/2024
Projected vs Actual,Expense Monitoring,,,,,,,6242.39,5381.990000000001,Regular,Continental,4/17/2024
Fixed Cost,Utilities,1275.57,,,,,,,,Seldom,Irish,9/20/2024
Variable Cost,Inventory Purchase,9124.75,,,,,,,,Tourist,Irish,9/22/2024
Projected vs Actual,Expense Monitoring,,,,,,,4453.6,4981.530000000001,Regular,Snacks,12/25/2024
Projected vs Actual,Expense Monitoring,,,,,,,6039.04,6772.75,First-timer,Wine,08-09-2024
Fixed Cost,Insurance,3510.74,,,,,,,,Tourist,Irish,07-02-2024
Tech Fee,Tech Services,475.6,,,,,Website Hosting,,,Tourist,Continental,4/17/2024
Fixed Cost,Rent,3986.03,,,,,,,,First-timer,Irish,6/28/2024
Marketing Spend,Advertising,6548.43,,,,Summer Happy Hour,,,,Tourist,Continental,12/19/2024
Employee Salary,Payroll,2224.78,Cleaner,Morning,Full-time,,,,,Seldom,Wine,8/30/2024
Employee Salary,Payroll,4560.88,Chef,Night,Full-time,,,,,Tourist,Continental,09-06-2024
Projected vs Actual,Expense Monitoring,,,,,,,4313.96,3950.86,Seldom,Snacks,10/26/2024
Projected vs Actual,Expense Monitoring,,,,,,,2858.26,3020.2000000000003,Regular,Snacks,5/29/2024
Variable Cost,Marketing Campaign,4168.24,,,,,,,,Seldom,Snacks,8/28/2024
Marketing Spend,Advertising,4955.33,,,,Spring Promo,,,,Seldom,Snacks,11/15/2024
Fixed Cost,Insurance,3308.86,,,,,,,,Tourist,Irish,11-01-2024
Employee Salary,Payroll,2932.06,Manager,Evening,Full-time,,,,,Regular,Irish,12/16/2024
Marketing Spend,Advertising,2772.76,,,,Christmas Special,,,,Regular,Snacks,12/22/2024
Employee Salary,Payroll,4847.55,Server,Night,Part-time,,,,,Regular,Continental,3/30/2024
Projected vs Actual,Expense Monitoring,,,,,,,6278.28,5699.34,Tourist,Irish,12-02-2024
Variable Cost,Inventory Purchase,2412.89,,,,,,,,First-timer,Snacks,12/19/2024
Marketing Spend,Advertising,5504.57,,,,Spring Promo,,,,First-timer,Continental,9/22/2024
Tech Fee,Tech Services,152.65,,,,,Website Hosting,,,First-timer,Irish,12/14/2024
Employee Salary,Payroll,3007.74,Server,Morning,Full-time,,,,,Tourist,Wine,12/17/2024
Variable Cost,Marketing Campaign,5642.92,,,,,,,,First-timer,Wine,4/14/2024
Fixed Cost,Utilities,2772.2,,,,,,,,Seldom,Continental,8/17/2024
Tech Fee,Tech Services,415.73,,,,,Website Hosting,,,First-timer,Continental,6/17/2024
Marketing Spend,Advertising,1727.0,,,,Spring Promo,,,,Regular,Snacks,1/15/2025
Projected vs Actual,Expense Monitoring,,,,,,,7604.8,7342.84,First-timer,Wine,4/14/2024
Variable Cost,Inventory Purchase,5232.16,,,,,,,,First-timer,Wine,01-01-2025
Projected vs Actual,Expense Monitoring,,,,,,,7363.13,6949.83,Tourist,Irish,7/13/2024
Tech Fee,Tech Services,247.38,,,,,CRM Platform,,,First-timer,Irish,11/29/2024
Employee Salary,Payroll,2825.27,Manager,Evening,Contract,,,,,Regular,Continental,12-11-2024
Fixed Cost,Insurance,1702.44,,,,,,,,First-timer,Continental,10/25/2024
Projected vs Actual,Expense Monitoring,,,,,,,1605.9,1829.21,Regular,Irish,08-12-2024
Employee Salary,Payroll,4750.82,Cleaner,Morning,Full-time,,,,,Seldom,Irish,9/18/2024
Employee Salary,Payroll,2754.74,Chef,Night,Part-time,,,,,First-timer,Snacks,08-10-2024
Marketing Spend,Advertising,6782.19,,,,Spring Promo,,,,Seldom,Irish,6/17/2024
Marketing Spend,Advertising,6037.6,,,,New Menu Launch,,,,Regular,Snacks,5/29/2024
Variable Cost,Marketing Campaign,5737.82,,,,,,,,First-timer,Irish,9/29/2024
Variable Cost,Inventory Purchase,192.17,,,,,,,,Regular,Irish,6/21/2024
Tech Fee,Tech Services,70.73,,,,,CRM Platform,,,Regular,Continental,5/29/2024
Fixed Cost,Insurance,2023.49,,,,,,,,First-timer,Snacks,10/27/2024
Marketing Spend,Advertising,4369.56,,,,Spring Promo,,,,Seldom,Irish,11-09-2024
Projected vs Actual,Expense Monitoring,,,,,,,5464.26,5332.360000000001,First-timer,Wine,07-08-2024
Projected vs Actual,Expense Monitoring,,,,,,,7291.87,6531.389999999999,Regular,Snacks,1/26/2025
Variable Cost,Marketing Campaign,2916.67,,,,,,,,Regular,Snacks,07-07-2024
Projected vs Actual,Expense Monitoring,,,,,,,920.02,880.24,Seldom,Continental,6/28/2024
Variable Cost,Inventory Purchase,8142.9,,,,,,,,Seldom,Wine,09-12-2024
Tech Fee,Tech Services,461.45,,,,,CRM Platform,,,Seldom,Snacks,6/24/2024
