InventoryItem,Category,StockLevel,UsagePerDay,ExpiryInDays,SpoilageRate,Supplier,SupplierLocation,OrganicOrLocal,CostPerUnit,DeliveryTimeDays,OrderFrequencyDays,LeadTimeDays,CustomerOrderTrend,WasteUnits
Pepperoni Pizza,Food ,141,21,29,0.07,Connemara Supplies,Mayo,Yes,14.84,1,7,3,276,6
Chardonnay,Beverages,125,3,15,0.11,Claddagh Provisions,Galway,Yes,3.06,4,7,9,240,0
Pepperoni Pizza,Food ,357,16,13,0.13,Green Isle Distributors,Dublin,No,19.09,6,3,9,154,1
Margherita Pizza,Food ,52,20,28,0.09,Claddagh Provisions,Galway,Yes,13.25,2,7,6,62,3
Baileys Cheesecake,Dessert ,122,1,10,0.1,Claddagh Provisions,Galway,Yes,7.58,2,3,1,62,2
Onion Rings,Food ,207,15,28,0.07,Connemara Supplies,Mayo,Yes,12.5,2,3,3,187,9
Craft Beer,Beverages,182,16,24,0.09,Emerald Foods Ltd,Cork,Yes,13.78,4,3,8,72,0
Whiskey,Beverages,332,23,6,0.1,Shannon Valley Produce,Limerick,No,5.94,1,30,5,141,29
Sweet Potato Fries,Food ,383,17,29,0.05,Shannon Valley Produce,Limerick,No,14.69,2,7,3,257,2
Pepperoni Pizza,Food ,170,23,12,0.13,Emerald Foods Ltd,Cork,Yes,1.36,1,7,2,160,4
Shepherd's Pie,Food ,46,17,10,0.03,Emerald Foods Ltd,Cork,Yes,1.77,4,7,2,88,0
Bread Pudding,Dessert ,449,14,29,0.04,Connemara Supplies,Mayo,Yes,1.69,6,30,3,117,6
Smithwick's,Beverages,95,11,4,0.03,Claddagh Provisions,Galway,Yes,17.98,6,14,1,292,2
Irish Coffee,Beverages,175,17,4,0.08,Claddagh Provisions,Galway,Yes,5.83,4,3,5,184,6
Pepperoni Pizza,Food ,238,24,28,0.04,Claddagh Provisions,Galway,Yes,19.49,4,14,9,132,4
Margherita Pizza,Food ,211,7,27,0.14,Green Isle Distributors,Dublin,No,3.77,3,7,9,54,16
Boxty,Food ,212,2,13,0.14,Connemara Supplies,Mayo,Yes,19.93,5,7,4,79,3
Bread Pudding,Dessert ,27,14,22,0.01,Connemara Supplies,Mayo,Yes,7.73,4,7,1,46,0
Baileys Cheesecake,Dessert ,85,5,29,0.01,Green Isle Distributors,Dublin,No,5.59,3,30,3,204,0
Truffle Mushroom Pizza,Food ,71,16,23,0.02,Shannon Valley Produce,Limerick,No,13.19,6,7,6,296,0
Boxty,Food ,215,21,18,0.09,Connemara Supplies,Mayo,Yes,9.65,5,3,1,33,16
Irish Coffee,Beverages,108,20,28,0.15,Claddagh Provisions,Galway,Yes,19.38,4,14,8,36,4
Garlic Parmesan Fries,Food ,34,12,4,0.02,Claddagh Provisions,Galway,Yes,18.01,3,14,4,257,0
Guinness,Beverages,244,7,17,0.14,Emerald Foods Ltd,Cork,Yes,9.7,3,7,3,181,9
Irish Coffee,Beverages,419,21,3,0.03,Green Isle Distributors,Dublin,No,13.85,1,30,8,173,12
Truffle Fries,Food ,129,6,8,0.14,Claddagh Provisions,Galway,Yes,5.49,2,7,1,282,6
Kilkenny,Beverages,265,24,20,0.12,Emerald Foods Ltd,Cork,Yes,19.64,3,7,5,40,0
Irish Stew,Food ,172,22,22,0.12,Green Isle Distributors,Dublin,No,14.24,4,3,7,12,11
Kilkenny,Beverages,238,21,3,0.05,Claddagh Provisions,Galway,Yes,6.73,1,7,8,200,0
Corned Beef,Food ,100,16,6,0.04,Emerald Foods Ltd,Cork,Yes,10.96,1,7,9,186,3
Sweet Potato Fries,Food ,335,8,5,0.15,Shannon Valley Produce,Limerick,No,14.27,4,7,5,274,46
Rioja,Beverages,14,6,26,0.09,Green Isle Distributors,Dublin,No,2.75,1,3,8,43,0
Rioja,Beverages,358,11,25,0.1,Claddagh Provisions,Galway,Yes,1.07,3,14,1,35,11
Truffle Mushroom Pizza,Food ,344,23,12,0.12,Connemara Supplies,Mayo,Yes,17.08,4,7,9,162,40
Bread Pudding,Dessert ,393,10,18,0.14,Connemara Supplies,Mayo,Yes,14.19,5,3,9,156,47
Baileys Cheesecake,Dessert ,467,5,21,0.05,Connemara Supplies,Mayo,Yes,18.9,5,14,5,287,16
Corned Beef,Food ,425,10,26,0.09,Emerald Foods Ltd,Cork,Yes,12.88,3,3,9,142,36
Whiskey,Beverages,16,9,29,0.09,Shannon Valley Produce,Limerick,No,19.22,1,3,3,222,0
Baileys Cheesecake,Dessert ,351,22,17,0.09,Green Isle Distributors,Dublin,No,2.97,3,3,6,12,21
Craft Beer,Beverages,285,9,7,0.05,Emerald Foods Ltd,Cork,Yes,7.64,2,14,3,100,14
Sticky Toffee Pudding,Dessert ,492,15,14,0.05,Claddagh Provisions,Galway,Yes,17.12,5,3,2,161,16
Sweet Potato Fries,Food ,273,12,29,0.06,Claddagh Provisions,Galway,Yes,5.83,1,7,5,61,13
Shepherd's Pie,Food ,350,18,25,0.08,Shannon Valley Produce,Limerick,No,13.04,6,7,9,110,1
Pinot Noir,Beverages,118,18,13,0.02,Connemara Supplies,Mayo,Yes,13.15,4,14,1,95,2
Pinot Noir,Beverages,433,12,19,0.14,Shannon Valley Produce,Limerick,No,3.8,6,7,1,289,38
Spicy Wedges,Food ,45,15,12,0.04,Connemara Supplies,Mayo,Yes,2.89,2,14,4,96,1
Guinness,Beverages,207,17,19,0.09,Emerald Foods Ltd,Cork,Yes,16.29,4,7,7,126,5
Margherita Pizza,Food ,125,5,9,0.14,Shannon Valley Produce,Limerick,No,16.4,1,14,1,269,17
Bread Pudding,Dessert ,339,23,7,0.13,Connemara Supplies,Mayo,Yes,1.37,3,7,2,47,43
Bread Pudding,Dessert ,154,17,6,0.09,Shannon Valley Produce,Limerick,No,2.45,6,30,6,33,3
BBQ Chicken Pizza,Food ,253,21,13,0.14,Claddagh Provisions,Galway,Yes,17.65,6,3,7,101,14
Boxty,Food ,118,10,4,0.06,Connemara Supplies,Mayo,Yes,19.81,4,7,4,110,1
Chardonnay,Beverages,111,17,29,0.05,Emerald Foods Ltd,Cork,Yes,19.7,6,3,9,57,3
Guinness,Beverages,196,14,22,0.1,Claddagh Provisions,Galway,Yes,6.0,6,3,8,52,16
Bread Pudding,Dessert ,136,3,22,0.01,Emerald Foods Ltd,Cork,Yes,19.15,5,7,9,110,0
Pepperoni Pizza,Food ,243,18,16,0.02,Connemara Supplies,Mayo,Yes,12.8,1,7,4,96,3
Pinot Noir,Beverages,315,23,11,0.13,Emerald Foods Ltd,Cork,Yes,7.72,4,3,3,89,14
Pepperoni Pizza,Food ,468,12,4,0.06,Green Isle Distributors,Dublin,No,10.8,6,3,4,177,18
Heineken,Beverages,138,4,6,0.02,Claddagh Provisions,Galway,Yes,14.43,1,14,4,63,1
Irish Nachos,Food ,337,1,14,0.03,Connemara Supplies,Mayo,Yes,11.7,5,3,4,256,8
Whiskey,Beverages,165,19,18,0.03,Emerald Foods Ltd,Cork,Yes,8.2,5,30,1,288,0
Bread Pudding,Dessert ,35,13,13,0.11,Emerald Foods Ltd,Cork,Yes,2.97,5,30,8,212,1
Boxty,Food ,146,8,19,0.11,Connemara Supplies,Mayo,Yes,12.65,4,3,8,220,8
Craft Beer,Beverages,351,11,29,0.05,Connemara Supplies,Mayo,Yes,8.31,4,3,9,90,12
Guinness,Beverages,368,6,7,0.03,Claddagh Provisions,Galway,Yes,9.5,1,30,8,170,1
Heineken,Beverages,493,21,19,0.04,Emerald Foods Ltd,Cork,Yes,19.42,6,3,3,245,10
Craft Beer,Beverages,278,24,10,0.09,Green Isle Distributors,Dublin,No,19.66,5,30,5,269,8
Truffle Fries,Food ,258,22,10,0.12,Green Isle Distributors,Dublin,No,16.1,2,7,6,130,16
Onion Rings,Food ,320,12,23,0.07,Connemara Supplies,Mayo,Yes,6.02,4,3,7,48,17
Potato Skins,Food ,39,15,9,0.03,Green Isle Distributors,Dublin,No,6.21,6,3,9,75,0
Pepperoni Pizza,Food ,246,1,6,0.08,Claddagh Provisions,Galway,Yes,14.61,4,30,8,40,9
Potato Skins,Food ,84,18,12,0.14,Connemara Supplies,Mayo,Yes,16.28,1,30,5,188,9
Smithwick's,Beverages,146,19,28,0.08,Green Isle Distributors,Dublin,No,1.19,3,30,3,223,5
Pinot Noir,Beverages,23,19,4,0.13,Connemara Supplies,Mayo,Yes,3.81,2,3,4,120,1
Bread Pudding,Dessert ,64,2,15,0.15,Emerald Foods Ltd,Cork,Yes,2.63,2,14,1,225,7
Potato Skins,Food ,328,10,20,0.05,Claddagh Provisions,Galway,Yes,3.31,2,14,6,101,16
Heineken,Beverages,447,19,16,0.12,Shannon Valley Produce,Limerick,No,16.92,1,7,9,277,15
Boxty,Food ,71,8,13,0.09,Shannon Valley Produce,Limerick,No,15.2,2,14,5,62,3
Boxty,Food ,281,18,3,0.1,Shannon Valley Produce,Limerick,No,13.62,1,3,4,136,26
Irish Stew,Food ,175,14,23,0.12,Connemara Supplies,Mayo,Yes,5.85,6,3,7,187,7
Spicy Wedges,Food ,346,5,9,0.01,Connemara Supplies,Mayo,Yes,1.19,6,3,6,273,1
Corned Beef,Food ,419,3,20,0.08,Shannon Valley Produce,Limerick,No,11.89,5,30,6,32,22
Kilkenny,Beverages,256,11,24,0.12,Shannon Valley Produce,Limerick,No,16.58,1,3,4,212,16
BBQ Chicken Pizza,Food ,62,17,6,0.12,Shannon Valley Produce,Limerick,No,7.88,3,3,7,284,2
Baileys Cheesecake,Dessert ,344,5,21,0.04,Emerald Foods Ltd,Cork,Yes,19.48,1,30,3,258,1
Spicy Wedges,Food ,349,1,28,0.07,Green Isle Distributors,Dublin,No,16.72,3,7,4,107,2
Rioja,Beverages,393,22,7,0.09,Emerald Foods Ltd,Cork,Yes,15.57,3,7,5,294,30
Whiskey,Beverages,248,11,18,0.09,Shannon Valley Produce,Limerick,No,19.78,2,3,9,253,22
Irish Stew,Food ,461,24,22,0.13,Green Isle Distributors,Dublin,No,8.86,2,3,3,33,34
Shepherd's Pie,Food ,438,23,27,0.13,Green Isle Distributors,Dublin,No,16.9,6,30,3,269,44
Corned Beef,Food ,321,13,24,0.07,Connemara Supplies,Mayo,Yes,7.33,4,7,4,76,22
Irish Coffee,Beverages,136,19,28,0.06,Connemara Supplies,Mayo,Yes,15.6,6,3,6,50,3
Irish Coffee,Beverages,12,24,28,0.02,Connemara Supplies,Mayo,Yes,2.03,1,7,8,221,0
Rioja,Beverages,287,24,5,0.02,Connemara Supplies,Mayo,Yes,10.9,1,3,2,238,0
Smithwick's,Beverages,44,4,6,0.1,Claddagh Provisions,Galway,Yes,8.77,5,14,4,90,2
Truffle Fries,Food ,227,8,3,0.14,Shannon Valley Produce,Limerick,No,18.61,4,7,1,146,22
Margherita Pizza,Food ,141,19,14,0.09,Emerald Foods Ltd,Cork,Yes,8.38,3,30,9,206,12
Heineken,Beverages,314,2,6,0.14,Claddagh Provisions,Galway,Yes,5.37,4,30,3,80,33
Bread Pudding,Dessert ,294,14,25,0.03,Claddagh Provisions,Galway,Yes,2.61,4,14,7,68,2
Pepperoni Pizza,Food ,358,21,15,0.03,Connemara Supplies,Mayo,Yes,11.32,3,3,3,295,0
Garlic Parmesan Fries,Food ,66,8,20,0.05,Shannon Valley Produce,Limerick,No,6.58,3,14,6,125,3
Heineken,Beverages,456,8,6,0.12,Shannon Valley Produce,Limerick,No,10.05,5,7,5,257,7
Truffle Fries,Food ,214,23,21,0.04,Emerald Foods Ltd,Cork,Yes,5.07,6,14,5,268,3
BBQ Chicken Pizza,Food ,54,22,17,0.03,Green Isle Distributors,Dublin,No,9.69,3,14,2,251,1
Guinness,Beverages,67,17,16,0.11,Green Isle Distributors,Dublin,No,15.93,2,7,7,124,4
Heineken,Beverages,459,4,4,0.13,Claddagh Provisions,Galway,Yes,3.31,3,14,4,286,35
Kilkenny,Beverages,186,7,12,0.08,Green Isle Distributors,Dublin,No,7.44,5,7,8,252,8
Sauvignon Blanc,Beverages,98,7,19,0.15,Green Isle Distributors,Dublin,No,7.3,4,3,6,256,5
Spicy Wedges,Food ,431,13,21,0.04,Shannon Valley Produce,Limerick,No,17.95,4,7,9,158,13
Shepherd's Pie,Food ,456,22,29,0.06,Emerald Foods Ltd,Cork,Yes,19.58,3,3,2,216,16
Baileys Cheesecake,Dessert ,122,15,7,0.07,Claddagh Provisions,Galway,Yes,5.99,1,14,8,13,2
Boxty,Food ,397,9,14,0.12,Connemara Supplies,Mayo,Yes,14.77,3,3,3,257,11
Boxty,Food ,357,12,5,0.14,Shannon Valley Produce,Limerick,No,18.45,2,14,6,202,34
Garlic Parmesan Fries,Food ,358,1,27,0.13,Claddagh Provisions,Galway,Yes,10.21,2,7,7,111,42
Sticky Toffee Pudding,Dessert ,227,2,25,0.07,Green Isle Distributors,Dublin,No,4.28,3,30,4,66,6
Irish Stew,Food ,213,4,3,0.05,Connemara Supplies,Mayo,Yes,19.2,3,14,3,252,6
Craft Beer,Beverages,304,7,9,0.02,Claddagh Provisions,Galway,Yes,3.99,2,30,4,85,2
Potato Skins,Food ,46,21,6,0.14,Green Isle Distributors,Dublin,No,10.08,4,7,5,274,3
Shepherd's Pie,Food ,300,19,6,0.04,Claddagh Provisions,Galway,Yes,17.32,5,7,1,11,6
Rioja,Beverages,418,22,21,0.12,Shannon Valley Produce,Limerick,No,13.28,5,7,4,25,30
Heineken,Beverages,391,3,12,0.09,Shannon Valley Produce,Limerick,No,17.74,5,7,8,286,20
Guinness,Beverages,413,19,9,0.06,Claddagh Provisions,Galway,Yes,15.11,6,30,4,199,19
Sticky Toffee Pudding,Dessert ,164,22,27,0.04,Claddagh Provisions,Galway,Yes,13.78,2,14,3,253,5
Craft Beer,Beverages,263,6,5,0.03,Green Isle Distributors,Dublin,No,4.08,6,30,4,237,3
Corned Beef,Food ,347,12,16,0.06,Emerald Foods Ltd,Cork,Yes,16.34,5,7,8,87,8
Onion Rings,Food ,70,4,21,0.02,Emerald Foods Ltd,Cork,Yes,5.98,2,7,9,48,0
Heineken,Beverages,466,11,15,0.06,Claddagh Provisions,Galway,Yes,5.58,3,30,6,276,3
Smithwick's,Beverages,335,10,19,0.07,Green Isle Distributors,Dublin,No,10.31,5,3,9,236,18
Sticky Toffee Pudding,Dessert ,360,12,18,0.14,Green Isle Distributors,Dublin,No,1.25,4,7,2,120,24
Guinness,Beverages,144,13,13,0.04,Green Isle Distributors,Dublin,No,4.14,2,14,7,136,5
Guinness,Beverages,452,1,20,0.15,Green Isle Distributors,Dublin,No,11.26,2,7,3,43,2
Rioja,Beverages,165,6,11,0.1,Connemara Supplies,Mayo,Yes,18.03,6,14,3,258,15
Irish Coffee,Beverages,393,13,16,0.14,Shannon Valley Produce,Limerick,No,5.02,5,3,7,200,33
Truffle Mushroom Pizza,Food ,35,14,10,0.1,Green Isle Distributors,Dublin,No,19.62,1,3,6,276,2
Onion Rings,Food ,78,16,19,0.08,Shannon Valley Produce,Limerick,No,9.92,1,7,3,118,4
Heineken,Beverages,21,15,15,0.12,Connemara Supplies,Mayo,Yes,6.68,1,14,7,80,0
Irish Coffee,Beverages,199,11,15,0.09,Shannon Valley Produce,Limerick,No,19.62,6,30,6,125,16
Sticky Toffee Pudding,Dessert ,65,17,20,0.04,Shannon Valley Produce,Limerick,No,9.28,4,30,3,24,2
Baileys Cheesecake,Dessert ,145,17,27,0.01,Emerald Foods Ltd,Cork,Yes,3.13,3,30,6,167,1
Smithwick's,Beverages,155,22,21,0.11,Claddagh Provisions,Galway,Yes,11.63,6,14,5,53,2
Kilkenny,Beverages,479,5,8,0.08,Connemara Supplies,Mayo,Yes,13.92,4,14,3,201,30
Craft Beer,Beverages,344,20,27,0.1,Claddagh Provisions,Galway,Yes,12.98,5,30,3,115,31
Margherita Pizza,Food ,247,18,28,0.07,Emerald Foods Ltd,Cork,Yes,14.4,1,14,2,289,8
Boxty,Food ,152,22,24,0.08,Claddagh Provisions,Galway,Yes,14.27,6,7,8,234,9
Rioja,Beverages,314,3,28,0.03,Emerald Foods Ltd,Cork,Yes,18.59,5,7,3,109,6
Sticky Toffee Pudding,Dessert ,53,19,14,0.11,Shannon Valley Produce,Limerick,No,11.69,1,7,1,16,0
Garlic Parmesan Fries,Food ,484,10,22,0.04,Green Isle Distributors,Dublin,No,17.27,4,3,6,243,17
Corned Beef,Food ,415,20,24,0.13,Claddagh Provisions,Galway,Yes,8.98,4,30,4,283,47
Smithwick's,Beverages,204,2,17,0.07,Connemara Supplies,Mayo,Yes,15.97,4,3,9,40,4
Corned Beef,Food ,172,18,17,0.11,Emerald Foods Ltd,Cork,Yes,15.14,1,3,3,14,6
Guinness,Beverages,365,23,17,0.08,Shannon Valley Produce,Limerick,No,19.74,1,3,9,85,14
Baileys Cheesecake,Dessert ,36,7,3,0.08,Connemara Supplies,Mayo,Yes,6.85,5,7,5,93,0
Potato Skins,Food ,271,17,13,0.05,Emerald Foods Ltd,Cork,Yes,8.79,6,14,9,85,4
BBQ Chicken Pizza,Food ,325,6,21,0.1,Connemara Supplies,Mayo,Yes,7.77,4,7,7,257,27
Boxty,Food ,393,1,19,0.14,Connemara Supplies,Mayo,Yes,5.42,5,30,7,213,24
Truffle Fries,Food ,331,22,15,0.13,Green Isle Distributors,Dublin,No,17.15,5,3,9,249,6
Rioja,Beverages,324,6,8,0.12,Claddagh Provisions,Galway,Yes,13.12,2,7,7,215,5
Irish Nachos,Food ,162,22,6,0.11,Shannon Valley Produce,Limerick,No,3.65,5,30,7,201,6
Baileys Cheesecake,Dessert ,63,7,10,0.04,Connemara Supplies,Mayo,Yes,4.87,3,30,4,11,0
Heineken,Beverages,227,16,9,0.06,Green Isle Distributors,Dublin,No,2.79,3,30,3,210,11
Smithwick's,Beverages,379,7,21,0.15,Shannon Valley Produce,Limerick,No,15.39,5,7,4,125,9
Pepperoni Pizza,Food ,83,20,8,0.01,Connemara Supplies,Mayo,Yes,6.22,1,14,4,160,0
Onion Rings,Food ,490,18,17,0.01,Green Isle Distributors,Dublin,No,11.16,1,3,5,128,3
Heineken,Beverages,70,13,28,0.14,Connemara Supplies,Mayo,Yes,8.29,5,14,9,80,8
Guinness,Beverages,436,1,10,0.02,Emerald Foods Ltd,Cork,Yes,16.86,3,3,1,243,0
Truffle Fries,Food ,212,17,14,0.03,Claddagh Provisions,Galway,Yes,8.7,4,7,8,294,5
Guinness,Beverages,226,10,25,0.07,Shannon Valley Produce,Limerick,No,14.8,4,30,8,293,0
Heineken,Beverages,466,23,22,0.08,Shannon Valley Produce,Limerick,No,17.32,2,7,5,277,14
Irish Coffee,Beverages,246,12,24,0.09,Claddagh Provisions,Galway,Yes,16.11,3,30,5,84,12
Chardonnay,Beverages,419,6,16,0.08,Claddagh Provisions,Galway,Yes,13.52,6,3,3,136,23
Irish Coffee,Beverages,40,3,28,0.07,Shannon Valley Produce,Limerick,No,14.18,6,7,3,154,1
Irish Coffee,Beverages,64,11,26,0.12,Green Isle Distributors,Dublin,No,13.47,6,14,9,235,4
Sticky Toffee Pudding,Dessert ,352,1,22,0.03,Emerald Foods Ltd,Cork,Yes,14.2,2,3,6,267,10
Sauvignon Blanc,Beverages,73,9,28,0.01,Emerald Foods Ltd,Cork,Yes,9.26,6,14,8,85,0
Irish Nachos,Food ,389,8,8,0.05,Claddagh Provisions,Galway,Yes,6.56,5,7,3,140,19
Pinot Noir,Beverages,118,18,20,0.09,Emerald Foods Ltd,Cork,Yes,17.4,5,7,3,225,6
Irish Coffee,Beverages,489,11,12,0.08,Shannon Valley Produce,Limerick,No,18.69,4,7,1,177,2
Guinness,Beverages,94,11,27,0.05,Claddagh Provisions,Galway,Yes,1.48,5,14,5,257,0
Pinot Noir,Beverages,364,13,21,0.09,Green Isle Distributors,Dublin,No,4.98,2,7,5,51,12
Truffle Mushroom Pizza,Food ,471,1,8,0.02,Connemara Supplies,Mayo,Yes,12.09,2,3,6,225,9
Sticky Toffee Pudding,Dessert ,308,10,5,0.07,Claddagh Provisions,Galway,Yes,18.98,6,3,3,135,18
Shepherd's Pie,Food ,390,23,16,0.11,Claddagh Provisions,Galway,Yes,14.57,2,30,1,298,26
Baileys Cheesecake,Dessert ,397,18,12,0.08,Green Isle Distributors,Dublin,No,17.96,5,3,1,92,19
Heineken,Beverages,97,13,15,0.09,Shannon Valley Produce,Limerick,No,2.85,5,14,8,219,8
Baileys Cheesecake,Dessert ,389,21,15,0.02,Claddagh Provisions,Galway,Yes,17.82,3,3,4,229,4
Onion Rings,Food ,50,7,9,0.02,Emerald Foods Ltd,Cork,Yes,5.74,6,30,7,257,0
Corned Beef,Food ,340,13,8,0.02,Emerald Foods Ltd,Cork,Yes,15.02,2,7,1,259,3
Truffle Mushroom Pizza,Food ,187,21,20,0.04,Shannon Valley Produce,Limerick,No,14.34,1,3,3,289,3
Chardonnay,Beverages,347,5,8,0.14,Shannon Valley Produce,Limerick,No,10.85,2,3,7,144,20
Sticky Toffee Pudding,Dessert ,113,2,11,0.08,Green Isle Distributors,Dublin,No,1.56,6,7,5,64,6
Baileys Cheesecake,Dessert ,412,10,15,0.07,Claddagh Provisions,Galway,Yes,19.28,4,14,8,160,3
Margherita Pizza,Food ,194,11,8,0.11,Claddagh Provisions,Galway,Yes,13.09,4,7,6,77,4
Irish Nachos,Food ,70,23,25,0.12,Emerald Foods Ltd,Cork,Yes,18.42,2,7,7,255,2
Irish Stew,Food ,122,9,9,0.12,Connemara Supplies,Mayo,Yes,5.29,3,3,2,123,7
Truffle Mushroom Pizza,Food ,399,15,21,0.08,Shannon Valley Produce,Limerick,No,3.83,4,3,3,94,1
Truffle Mushroom Pizza,Food ,344,15,5,0.1,Connemara Supplies,Mayo,Yes,9.17,1,3,6,208,30
Corned Beef,Food ,430,21,13,0.02,Claddagh Provisions,Galway,Yes,8.45,3,14,4,68,7
Baileys Cheesecake,Dessert ,303,22,22,0.07,Claddagh Provisions,Galway,Yes,14.73,6,7,8,290,2
Garlic Parmesan Fries,Food ,494,10,24,0.03,Emerald Foods Ltd,Cork,Yes,17.14,2,3,9,224,11
Corned Beef,Food ,358,22,11,0.06,Shannon Valley Produce,Limerick,No,6.21,2,3,5,53,9
Truffle Mushroom Pizza,Food ,99,7,25,0.11,Emerald Foods Ltd,Cork,Yes,19.84,3,3,5,205,6
Kilkenny,Beverages,124,20,11,0.08,Connemara Supplies,Mayo,Yes,18.79,2,30,7,72,9
Irish Coffee,Beverages,492,9,4,0.11,Connemara Supplies,Mayo,Yes,2.36,3,30,6,214,32
Spicy Wedges,Food ,221,24,10,0.09,Claddagh Provisions,Galway,Yes,1.06,5,3,4,150,16
Shepherd's Pie,Food ,149,13,8,0.05,Shannon Valley Produce,Limerick,No,12.9,3,3,9,45,3
Potato Skins,Food ,203,11,7,0.11,Emerald Foods Ltd,Cork,Yes,19.18,2,30,3,95,13
Bread Pudding,Dessert ,152,17,28,0.14,Emerald Foods Ltd,Cork,Yes,6.16,1,30,5,201,6
Bread Pudding,Dessert ,90,24,4,0.04,Connemara Supplies,Mayo,Yes,19.56,4,7,8,137,1
Pinot Noir,Beverages,93,13,28,0.05,Emerald Foods Ltd,Cork,Yes,12.9,6,3,7,67,2
Potato Skins,Food ,443,15,20,0.01,Claddagh Provisions,Galway,Yes,17.1,6,14,5,195,1
Garlic Parmesan Fries,Food ,63,13,19,0.14,Claddagh Provisions,Galway,Yes,8.21,5,14,1,177,3
Garlic Parmesan Fries,Food ,131,6,10,0.05,Emerald Foods Ltd,Cork,Yes,3.44,1,7,7,202,4
Shepherd's Pie,Food ,450,16,12,0.07,Emerald Foods Ltd,Cork,Yes,1.5,4,3,6,111,8
Pinot Noir,Beverages,288,20,18,0.06,Shannon Valley Produce,Limerick,No,6.76,2,14,7,32,4
Shepherd's Pie,Food ,183,16,23,0.05,Connemara Supplies,Mayo,Yes,11.71,4,14,3,251,0
Rioja,Beverages,153,4,26,0.05,Green Isle Distributors,Dublin,No,13.35,4,14,2,159,7
Onion Rings,Food ,76,14,16,0.06,Shannon Valley Produce,Limerick,No,12.56,4,14,7,128,3
Sauvignon Blanc,Beverages,58,24,17,0.11,Emerald Foods Ltd,Cork,Yes,18.59,1,7,5,267,5
Truffle Fries,Food ,306,4,29,0.08,Emerald Foods Ltd,Cork,Yes,14.82,3,3,2,245,22
Bread Pudding,Dessert ,38,11,4,0.13,Connemara Supplies,Mayo,Yes,7.25,6,3,8,21,3
Craft Beer,Beverages,293,6,20,0.09,Green Isle Distributors,Dublin,No,18.09,5,30,1,215,20
Bread Pudding,Dessert ,363,5,10,0.12,Shannon Valley Produce,Limerick,No,14.76,2,3,2,182,8
Sticky Toffee Pudding,Dessert ,481,1,26,0.02,Shannon Valley Produce,Limerick,No,10.93,4,14,8,299,9
Margherita Pizza,Food ,384,10,11,0.1,Connemara Supplies,Mayo,Yes,6.49,6,3,5,20,29
Whiskey,Beverages,253,24,20,0.03,Emerald Foods Ltd,Cork,Yes,12.23,5,7,7,80,4
Shepherd's Pie,Food ,204,12,17,0.14,Connemara Supplies,Mayo,Yes,4.32,2,7,6,265,23
Truffle Mushroom Pizza,Food ,407,9,27,0.08,Green Isle Distributors,Dublin,No,8.24,6,30,1,288,10
Baileys Cheesecake,Dessert ,19,24,10,0.07,Emerald Foods Ltd,Cork,Yes,9.48,4,7,5,239,1
Irish Stew,Food ,45,14,5,0.08,Green Isle Distributors,Dublin,No,3.48,6,3,7,53,2
Garlic Parmesan Fries,Food ,453,10,6,0.12,Connemara Supplies,Mayo,Yes,11.39,1,14,9,150,6
Whiskey,Beverages,447,17,10,0.1,Claddagh Provisions,Galway,Yes,19.61,5,30,1,248,0
Baileys Cheesecake,Dessert ,244,6,4,0.09,Green Isle Distributors,Dublin,No,4.83,6,7,3,231,17
Rioja,Beverages,467,18,9,0.1,Connemara Supplies,Mayo,Yes,2.36,6,14,2,189,10
Potato Skins,Food ,120,20,22,0.08,Claddagh Provisions,Galway,Yes,4.59,6,3,1,48,2
Sticky Toffee Pudding,Dessert ,202,12,28,0.03,Shannon Valley Produce,Limerick,No,5.37,6,14,9,27,4
Pepperoni Pizza,Food ,114,22,29,0.03,Emerald Foods Ltd,Cork,Yes,18.49,4,3,3,181,1
Sweet Potato Fries,Food ,366,22,16,0.01,Connemara Supplies,Mayo,Yes,15.28,5,3,2,266,3
Potato Skins,Food ,178,4,21,0.14,Emerald Foods Ltd,Cork,Yes,6.1,3,30,6,133,19
Bread Pudding,Dessert ,64,10,20,0.08,Green Isle Distributors,Dublin,No,1.37,2,7,3,293,5
BBQ Chicken Pizza,Food ,456,12,10,0.04,Emerald Foods Ltd,Cork,Yes,2.65,4,3,5,227,2
Heineken,Beverages,421,10,18,0.11,Claddagh Provisions,Galway,Yes,5.16,1,30,8,12,32
Boxty,Food ,139,5,14,0.07,Shannon Valley Produce,Limerick,No,15.32,4,7,5,75,5
Sticky Toffee Pudding,Dessert ,97,14,5,0.06,Connemara Supplies,Mayo,Yes,6.94,3,14,2,254,4
Whiskey,Beverages,205,3,18,0.06,Claddagh Provisions,Galway,Yes,13.58,4,3,6,192,4
Spicy Wedges,Food ,76,4,14,0.12,Emerald Foods Ltd,Cork,Yes,11.81,2,30,7,187,8
Irish Nachos,Food ,90,7,27,0.03,Green Isle Distributors,Dublin,No,1.37,1,3,1,86,0
Smithwick's,Beverages,101,19,27,0.07,Connemara Supplies,Mayo,Yes,1.93,4,3,6,217,3
Rioja,Beverages,167,16,4,0.04,Connemara Supplies,Mayo,Yes,13.64,1,30,1,246,3
Sauvignon Blanc,Beverages,42,3,8,0.02,Connemara Supplies,Mayo,Yes,17.84,2,7,7,128,0
Bread Pudding,Dessert ,190,14,6,0.03,Emerald Foods Ltd,Cork,Yes,14.22,1,7,1,260,3
